"jmdict_seq","kanji","kana","waller_definition","origin","original"
1579840,"十","と","Ten","jmdict","じゅう・とお"
1579840,"１０","じゅう","Ten","jmdict","十"
1579840,"１０","とお","Ten","jmdict","十"
1579840,,"じゅう","Ten","jmdict","十"
1579840,"十","とお","Ten","waller",
1330290,"授業","じゅぎょう","lesson, class work","waller",
1337270,"宿題","しゅくだい","homework","waller",
1353320,"上手","じょうず","Skillful","waller",
1353320,"上手","じょうて","Skillful","jmdict","じょうず"
1353320,"上手","じょうしゅ","Skillful","jmdict","じょうず"
1580480,"丈夫","じょうぶ","strong, durable","waller",
1595020,,"しょうゆ","soy sauce","waller",
1595020,,"しょうゆ","soy sauce","jmdict","しょうゆ"
1595020,,"しょうゆう","soy sauce","jmdict","しょうゆ"
1595020,,"しょゆ","soy sauce","jmdict","しょうゆ"
1595020,,"しょゆう","soy sauce","jmdict","しょうゆ"
1358550,"食堂","しょくどう","dining hall","waller",
1420470,"知る","しる","to know","waller",
1420470,,"しる","to know","jmdict","知る"
1474900,"白","しろ","White","waller",
1474910,"白い","しろい","White","waller",
1362360,"新聞","しんぶん","newspaper","waller",
1372190,"水曜日","すいようび","Wednesday","waller",
1228260,"吸う","すう","to smoke, to suck","waller",
1228260,,"すう","to smoke, to suck","jmdict","吸う"
1067470,,"スカート","Skirt","waller",
1277450,"好き","すき","Likeable","waller",
1348910,"少ない","すくない","a few","waller",
1348910,"少い","すくない","a few","jmdict","少ない"
1348910,,"すくない","a few","jmdict","少ない"
1430620,,"すぐに","Instantly","waller",
1430620,,"すぐに","Instantly","jmdict","すぐに"
1348870,"少し","すこし","Few","waller",
1348870,,"すこし","Few","jmdict","少し"
1554370,"涼しい","すずしい","Refreshing","waller",
1070790,,"ストーブ","Heater","waller",
1072590,,"スプーン","Spoon","waller",
1072590,,"スプン","Spoon","jmdict","スプーン"
1073210,,"スポーツ","Sport","waller",
1074260,,"ズボン","Trousers","waller",
1334040,"住む","すむ","to live in","waller",
1073900,,"スリッパ","Slippers","waller",
1157170,"為る","する","to do","waller",
1157170,,"する","to do","jmdict","為る"
1291800,"座る","すわる","to sit","waller",
1291800,,"すわる","to sit","jmdict","座る"
2147990,"背","せ","height, stature","waller",
2147990,,"せ","height, stature","jmdict","背"
1379380,"生徒","せいと","Pupil","waller",
1074270,,"セーター","sweater, jumper","waller",
1074270,,"スエーター","sweater, jumper","jmdict","セーター"
1074270,,"セエター","sweater, jumper","jmdict","セーター"
1382590,"石鹸","せっけん","Soap","waller",
1382590,"石けん","せっけん","Soap","jmdict","石鹸"
1382590,,"せっけん","Soap","jmdict","石鹸"
1472740,"背広","せびろ","business suit","waller",
1472740,,"せびろ","business suit","jmdict","背広"
1472740,,"セビロ","business suit","jmdict","背広"
1237680,"狭い","せまい","Narrow","waller",
2839962,,"ゼロ","Zero","waller",
2839962,"０","ゼロ","Zero","jmdict","ゼロ"
2839962,"〇","ゼロ","Zero","jmdict","ゼロ"
2839962,,"ゼロ","Zero","jmdict","ゼロ"
1388740,"千","せん","Thousand","waller",
1388740,"千","ち","Thousand","jmdict","せん"
1388740,,"せん","Thousand","jmdict","千"
1387500,"先月","せんげつ","last month","waller",
1387870,"先週","せんしゅう","last week","waller",
1387990,"先生","せんせい","teacher, doctor","waller",
1390980,"洗濯","せんたく","Washing","waller",
1390980,"洗濯","せんだく","Washing","jmdict","せんたく"
1390980,"洗たく","せんたく","Washing","jmdict","洗濯"
1396130,"全部","ぜんぶ","All","waller",
1399790,"掃除","そうじ","to clean, to sweep","waller",
1612860,,"そうして","And","waller",
1612860,,"そうして","And","jmdict","そうして"
1006730,,"そして","And","waller",
1006730,,"そして","And","jmdict","そして"
1006730,,"しかして","And","jmdict","そして"
1006670,"其処","そこ","that place","waller",
1006670,,"そこ","that place","jmdict","其処"
1006780,,"そちら","over there","waller",
1006780,,"そちら","over there","jmdict","そっち"
1006780,,"そっち","over there","jmdict","そちら"
1006780,,"そなた","over there","jmdict","そちら・そっち"
1006780,,"そち","over there","jmdict","そちら・そっち"
1006780,,"そっち","over there","waller",
1203250,"外","そと","Outside","waller",
1203250,"外","と","Outside","jmdict","そと"
1006830,"其の","その","That","waller",
1006830,,"その","That","jmdict","其の"
1006830,,"そん","That","jmdict","其の"
1403830,"側","そば","near, beside","waller",
1403830,,"そば","near, beside","jmdict","側"
1403830,,"そく","near, beside","jmdict","側"
1403830,"側","そく","near, beside","jmdict","そば"
1403830,,"はた","near, beside","jmdict","側"
1403830,"側","はた","near, beside","jmdict","そば"
1245290,"空","そら","Sky","waller",
1245290,,"そら","Sky","jmdict","空"
2216210,,"それ","there!, look!","waller",
2216210,,"それっ","there!, look!","jmdict","それ"
1006970,,"それ","that","waller",
1006970,,"それっ","that","jmdict","それ"
1006980,,"それから","after that","waller",
1006980,,"それから","after that","jmdict","それから"
1406050,,"それでは","in that situation","waller",
2858616,,"それじゃ","in that situation","jmdict","それでは"
2858616,,"それじゃあ","in that situation","jmdict","それでは"
1413240,"大学","だいがく","university","waller",
1413240,,"だいがく","university","jmdict","大学"
1413890,"大使館","たいしかん","embassy","waller",
1414150,"大丈夫","だいじょうぶ","all right","waller",
1414150,"大丈夫","だいじょぶ","all right","jmdict","だいじょうぶ"
1413660,"大好き","だいすき","to be very likeable","waller",
1414340,"大切","たいせつ","important","waller",
1414340,"大切","たいせち","important","jmdict","たいせつ"
1412640,"台所","だいどころ","kitchen","waller",
1412640,"台所","だいどこ","kitchen","jmdict","だいどころ"
1412640,,"だいどころ","kitchen","jmdict","台所"
1412640,,"だいどこ","kitchen","jmdict","台所"
1415000,"大変","たいへん","difficult situation","waller",
1415000,"大へん","たいへん","difficult situation","jmdict","大変"
1283190,"高い","たかい","tall, expensive","waller",
1283190,,"たかい","tall, expensive","jmdict","高い"
1415870,,"たくさん","many","waller",
1415870,,"たくさん","many","jmdict","たくさん"
1076190,,"タクシー","taxi","waller",
1338180,"出す","だす","to put out","waller",
1597040,"立つ","たつ","to stand","waller",
1335640,"縦","たて","length,height","waller",
1335640,,"たて","length,height","jmdict","縦"
1335640,,"タテ","length,height","jmdict","縦"
1257540,"建物","たてもの","building","waller",
1207240,"楽しい","たのしい","enjoyable","waller",
1207240,,"たのしい","enjoyable","jmdict","楽しい"
1548370,"頼む","たのむ","to ask","waller",
1548370,,"たのむ","to ask","jmdict","頼む"
1597150,,"たばこ","tobacco,cigarettes","waller",
1597150,,"たばこ","tobacco,cigarettes","jmdict","たばこ"
1597150,,"えんそう","tobacco,cigarettes","jmdict","たばこ"
1597150,,"タバコ","tobacco,cigarettes","jmdict","たばこ"
1407980,"多分","たぶん","probably","waller",
1358340,"食べ物","たべもの","food","waller",
1358340,"食べもの","たべもの","food","jmdict","食べ物"
1358280,"食べる","たべる","to eat","waller",
1358280,,"たべる","to eat","jmdict","食べる"
1549140,"卵","たまご","egg","waller",
1549140,,"たまご","egg","jmdict","卵"
1416830,"誰","だれ","who","waller",
1416830,"誰","だあれ","who","jmdict","だれ"
1416830,"誰","たれ","who","jmdict","だれ"
1416830,"誰","た","who","jmdict","だれ"
1416840,"誰か","だれか","somebody","waller",
1419110,"誕生日","たんじょうび","birthday","waller",
1597350,段々,"だんだん","gradually","waller",
1597350,段段,"だんだん","gradually","waller",
1347750,"小さい","ちいさい","little","waller",
2136180,"小さな","ちいさな","little","waller",
1242130,"近い","ちかい","near","waller",
1158880,"違う","ちがう","to differ","waller",
1242160,"近く","ちかく","near","waller",
1420900,"地下鉄","ちかてつ","underground train","waller",
1421290,"地図","ちず","map","waller",
1422720,"茶色","ちゃいろ","brown","waller",
1422720,"ちゃ色","ちゃいろ","brown","jmdict","茶色"
1422720,"茶いろ","ちゃいろ","brown","jmdict","茶色"
1597530,,"ちゃわん","rice bowl","waller",
1597530,,"ちゃわん","rice bowl","jmdict","ちゃわん"
1427340,"丁度","ちょうど","exactly","waller",
1427340,,"ちょうど","exactly","jmdict","丁度"
1163940,,"ちょっと","somewhat","waller",
1163940,,"ちょっと","somewhat","jmdict","ちょっと"
1163940,,"ちょと","somewhat","jmdict","ちょっと"
1163940,,"チョット","somewhat","jmdict","ちょっと"
1163940,,"ちょいと","somewhat","jmdict","ちょっと"
1163940,,"チョッと","somewhat","jmdict","ちょっと"
2225040,"一日","ついたち","first of month","waller",
2225040,"一日","いっぴ","first of month","jmdict","ついたち"
2225040,"１日","ついたち","first of month","jmdict","一日"
2225040,,"ついたち","first of month","jmdict","一日"
2225040,,"さくじつ","first of month","jmdict","一日"
1305990,"使う","つかう","to use","waller",
1305990,,"つかう","to use","jmdict","使う"
1483740,"疲れる","つかれる","to get tired","waller",
1316380,"次","つぎ","next","waller",
1422970,"着く","つく","to arrive at","waller",
1220210,"机","つくえ","desk","waller",
1220210,"机","つき","desk","jmdict","つくえ"
1220210,,"つくえ","desk","jmdict","机"
1597890,"作る","つくる","to make","waller",
1597890,,"つくる","to make","jmdict","作る"
1495770,"付ける","つける","to turn on","waller",
1495770,,"つける","to turn on","jmdict","付ける"
1240825,"勤める","つとめる","to work for someone","waller",
1240825,,"つとめる","to work for someone","jmdict","勤める"
1008190,,"つまらない","boring","waller",
1008190,,"つまらない","boring","jmdict","つまらない"
1556730,"冷たい","つめたい","cold to the touch","waller",
1556730,"冷たい","つべたい","cold to the touch","jmdict","つめたい"
1236070,"強い","つよい","powerful","waller",
1327190,"手","て","hand","waller",
1078750,,"テープ","tape","waller",
1078630,,"テーブル","table","waller",
1078810,,"テープレコーダー","tape recorder","waller",
1078810,,"テープレコーダ","tape recorder","jmdict","テープレコーダー"
1078810,,"テープ・レコーダー","tape recorder","jmdict","テープレコーダー"
1078810,,"テープ・レコーダ","tape recorder","jmdict","テープレコーダー"
1598550,"出かける","でかける","to go out","waller",
1598550,,"でかける","to go out","jmdict","出かける"
1327720,"手紙","てがみ","letter","waller",
1340450,"出来る","できる","to be able to","waller",
1340450,,"できる","to be able to","jmdict","出来る"
1340450,"出きる","できる","to be able to","jmdict","出来る"
1338850,"出口","でぐち","exit","waller",
1079760,,"テスト","test","waller",
1008450,,"では","with that...","waller",
1083590,,"デパート","department store","waller",
1008460,,"でも","but","waller",
1338240,"出る","でる","to appear,to leave","waller",
1080510,,"テレビ","television","waller",
1438690,"天気","てんき","weather","waller",
1443000,"電気","でんき","electricity,electric light","waller",
1443530,"電車","でんしゃ","electric train","waller",
1443840,"電話","でんわ","telephone","waller",
1266970,"戸","と","Japanese style door","waller",
1266970,,"と","Japanese style door","jmdict","戸"
1087820,,"ドア","Western style door","waller",
1087820,,"ドアー","Western style door","jmdict","ドア"
1084810,,"トイレ","toilet","waller",
1008910,"如何","どう","how,in what way","waller",
1008910,,"どう","how,in what way","jmdict","如何"
1466940,,"どうして","for what reason","waller",
1466940,,"どうして","for what reason","jmdict","どうして"
1189130,,"どうぞ","please","waller",
1451470,"動物","どうぶつ","animal","waller",
1009000,,"どうも","thanks","waller",
1177800,"遠い","とおい","far","waller",
1335000,"十日","とおか","ten days,the tenth day","waller",
1335000,"１０日","とおか","ten days,the tenth day","jmdict","十日"
1598680,"時々","ときどき","sometimes","waller",
1598680,"時時","ときどき","sometimes","jmdict","時々"
1598680,"時どき","ときどき","sometimes","jmdict","時々"
1316140,"時計","とけい","watch,clock","waller",
1316140,,"とけい","watch,clock","jmdict","時計"
1577140,,"どこ","where","waller",
1577140,,"どこ","where","jmdict","どこ"
1577140,,"いずこ","where","jmdict","どこ"
1577140,,"いずく","where","jmdict","どこ"
1577140,,"いづこ","where","jmdict","どこ"
1577140,,"いどこ","where","jmdict","どこ"
1343100,"所","ところ","place","waller",
1343100,,"ところ","place","jmdict","所"
1343100,"所","とこ","place","jmdict","ところ"
1343100,,"とこ","place","jmdict","所"
1468060,"年","とし","year","waller",
1468060,,"とし","year","jmdict","年"
1370420,"図書館","としょかん","library","waller",
1370420,"図書館","ずしょかん","library","jmdict","としょかん"
1189360,,"どちら","which of two","waller",
1189360,,"どちら","which of two","jmdict","どっち"
1189360,,"どっち","which of two","jmdict","どちら"
1189360,,"どっち","which","waller",
1008630,,"とても","very","waller",
1008630,,"とても","very","jmdict","とても"
1008630,,"とっても","very","jmdict","とても"
1189370,,"どなた","who","waller",
1189370,,"どなた","who","jmdict","どなた"
1555830,"隣","となり","next door to","waller",
1555830,"隣り","となり","next door to","jmdict","隣"
1555830,,"となり","next door to","jmdict","隣"
1920240,"何の","どの","which","waller",
1920240,,"どの","which","jmdict","何の"
1429700,"飛ぶ","とぶ","to fly,to hop","waller",
1429700,,"とぶ","to fly,to hop","jmdict","飛ぶ"
1310620,"止まる","とまる","to come to a halt","waller",
1310620,,"とまる","to come to a halt","jmdict","止まる"
1310620,"止る","とまる","to come to a halt","jmdict","止まる"
1540170,"友達","ともだち","friend","waller",
1540170,"友だち","ともだち","friend","jmdict","友達"
1445590,"土曜日","どようび","Saturday","waller",
1430250,"鳥","とり","bird","waller",
1430250,,"とり","bird","jmdict","鳥"
1430250,,"トリ","bird","jmdict","鳥"
1253020,"とり肉","とりにく","chicken meat","waller",
1253020,,"とりにく","chicken meat","jmdict","とり肉"
1253020,,"けいにく","chicken meat","jmdict","とり肉"
1253020,,"ちょうにく","chicken meat","jmdict","とり肉"
1326980,"取る","とる","to take something","waller",
1298790,"撮る","とる","to take a photo or record a film","waller",
1298790,,"とる","to take a photo or record a film","jmdict","撮る"
1009290,,"どれ","which (of three or more)","waller",
1009290,,"どれ","which (of three or more)","jmdict","どれ"
1089890,,"ナイフ","knife","waller",
1423310,"中","なか","middle","waller",
1429750,"長い","ながい","long","waller",
1429750,,"ながい","long","jmdict","長い"
1532870,"鳴く","なく","animal noise. to chirp, roar or croak etc.","waller",
1532870,,"なく","animal noise. to chirp, roar or croak etc.","jmdict","鳴く"
1529530,"無くす","なくす","to lose something","waller",
1529530,,"なくす","to lose something","jmdict","無くす"
1577120,,"なぜ","why","waller",
1577120,,"なぜ","why","jmdict","なぜ"
1191320,"夏","なつ","summer","waller",
1191420,"夏休み","なつやすみ","summer holiday","waller",
1582300,,"など","et cetera","waller",
1582300,,"など","et cetera","jmdict","など"
1319220,"七つ","ななつ","seven","waller",
1319220,"７つ","ななつ","seven","jmdict","七つ"
1579630,"七日","なのか","seven days,the seventh day","waller",
1579630,"七日","なぬか","seven days,the seventh day","jmdict","なのか"
1579630,"７日","なのか","seven days,the seventh day","jmdict","七日"
1579630,"７日","なぬか","seven days,the seventh day","jmdict","七日"
1531710,"名前","なまえ","name","waller",
1531710,"名まえ","なまえ","name","jmdict","名前"
1333070,"習う","ならう","to learn","waller",
1508380,"並ぶ","ならぶ","to line up,to stand in a line","waller",
1508380,,"ならぶ","to line up,to stand in a line","jmdict","並ぶ"
1508390,"並べる","ならべる","to line up,to set up","waller",
1508390,,"ならべる","to line up,to set up","jmdict","並べる"
1375610,,"なる","to become","waller",
2846738,"何","なん","what","waller",
1577100,"何","なに","what","waller",
1461140,"二","に","two","waller",
1461140,"二","ふた","two","jmdict","に"
1461140,"二","ふ","two","jmdict","に"
1461140,"二","ふう","two","jmdict","に"
1461140,"２","に","two","jmdict","二"
1461140,"２","ふた","two","jmdict","二"
1461140,"２","ふ","two","jmdict","二"
1461140,"２","ふう","two","jmdict","二"
1461140,,"に","two","jmdict","二"
1461140,,"ふた","two","jmdict","二"
1461140,,"ふ","two","jmdict","二"
1461140,,"ふう","two","jmdict","二"
1463480,"賑やか","にぎやか","bustling,busy","waller",
1463520,"肉","にく","meat","waller",
1380840,"西","にし","west","waller",
1464900,"日曜日","にちようび","Sunday","waller",
1195430,"荷物","にもつ","luggage","waller",
1091500,,"ニュース","news","waller",
1091500,,"ニューズ","news","jmdict","ニュース"
1436130,"庭","にわ","garden","waller",
1416400,"脱ぐ","ぬぐ","to take off clothes","waller",
1183300,"温い","ぬるい","luke warm","waller",
1183300,,"ぬるい","luke warm","jmdict","温い"
1183300,,"ぬくい","luke warm","jmdict","温い"
1183300,"温い","ぬくい","luke warm","jmdict","ぬるい"
1092820,,"ネクタイ","tie,necktie","waller",
1467640,"猫","ねこ","cat","waller",
1467640,,"ねこ","cat","jmdict","猫"
1467640,,"ネコ","cat","jmdict","猫"
1360010,"寝る","ねる","to go to bed,to sleep","waller",
1360010,,"ねる","to go to bed,to sleep","jmdict","寝る"
1093450,,"ノート","notebook,exercise book","waller",
1352570,"登る","のぼる","to climb","waller",
1352570,,"のぼる","to climb","jmdict","登る"
1600430,"飲み物","のみもの","a drink","waller",
1600430,"飲みもの","のみもの","a drink","jmdict","飲み物"
1600430,"飲物","のみもの","a drink","jmdict","飲み物"
1169870,"飲む","のむ","to drink","waller",
1169870,,"のむ","to drink","jmdict","飲む"
1355120,"乗る","のる","to get on,to ride","waller",
1355120,,"のる","to get on,to ride","jmdict","乗る"
1313000,"歯","は","tooth","waller",
1313000,,"は","tooth","jmdict","歯"
1100760,,"パーティー","party","waller",
1100760,,"パーティ","party","jmdict","パーティー"
1010080,,"はい","yes","waller",
1201940,"灰皿","はいざら","ashtray","waller",
1465590,"入る","はいる","to enter,to contain","waller",
1465590,,"はいる","to enter,to contain","jmdict","入る"
1546590,"葉書","はがき","postcard","waller",
1546590,,"はがき","postcard","jmdict","葉書"
1546590,"葉書き","はがき","postcard","jmdict","葉書"
1546590,,"ハガキ","postcard","jmdict","葉書"
1607260,"履く","はく","to wear,to put on trousers","waller",
1607260,,"はく","to wear,to put on trousers","jmdict","履く"
1585650,"箱","はこ","box","waller",
1585650,,"はこ","box","jmdict","箱"
1585650,,"ハコ","box","jmdict","箱"
1237410,"橋","はし","bridge","waller",
1476410,"箸","はし","chopsticks","waller",
1307500,"始まる","はじまる","to begin","waller",
1342540,"初め","はじめ","beginning","waller",
1342540,,"はじめ","beginning","jmdict","初め・始め"
1342540,"始め","はじめ","beginning","waller",
1342550,"初めて","はじめて","for the first time","waller",
1342550,,"はじめて","for the first time","jmdict","初めて"
1402540,"走る","はしる","to run","waller",
1402540,,"はしる","to run","jmdict","走る"
1098390,,"バス","bus","waller",
1098620,,"バター","butter","waller",
1600790,"二十歳","はたち","20 years old,20th year","waller",
1600790,"２０歳","はたち","20 years old,20th year","jmdict","二十歳"
1600790,"二十","はたち","20 years old,20th year","jmdict","二十歳"
1600790,,"はたち","20 years old,20th year","jmdict","二十歳"
1451150,"働く","はたらく","to work","waller",
1583090,"八","はち","eight","waller",
1583090,"八","や","eight","jmdict","はち"
1583090,"８","はち","eight","jmdict","八"
1583090,"８","や","eight","jmdict","八"
1583090,,"はち","eight","jmdict","八"
1583090,,"や","eight","jmdict","八"
1600850,"二十日","はつか","twenty days,twentieth","waller",
1600850,"２０日","はつか","twenty days,twentieth","jmdict","二十日"
1600850,,"はつか","twenty days,twentieth","jmdict","二十日"
1194500,"花","はな","flower","waller",
1194500,,"はな","flower","jmdict","花"
1486720,"鼻","はな","nose","waller",
1600900,"話","はなし","talk,story","waller",
1600900,"話し","はなし","talk,story","jmdict","話"
1600900,,"はなし","talk,story","jmdict","話"
1562350,"話す","はなす","to speak","waller",
1562350,,"はなす","to speak","jmdict","話す"
1404975,"早い","はやい","early","waller",
1404975,,"はやい","early","jmdict","速い・早い"
1404975,"速い","はやい","quick","waller",
1341000,"春","はる","spring","waller",
1427900,"貼る","はる","to stick","waller",
1427900,,"はる","to stick","jmdict","貼る"
1376460,"晴れ","はれ","clear weather","waller",
1376460,"晴","はれ","clear weather","jmdict","晴れ"
1376460,,"はれ","clear weather","jmdict","晴れ"
1376470,"晴れる","はれる","to be sunny","waller",
1376470,,"はれる","to be sunny","jmdict","晴れる"
1478750,"半","はん","half","waller",
1482110,"晩","ばん","evening","waller",
1103090,,"パン","bread","waller",
1096420,,"ハンカチ","handkerchief","waller",
1096420,,"ハンケチ","handkerchief","jmdict","ハンカチ"
1482290,"番号","ばんごう","number","waller",
1601340,"晩御飯","ばんごはん","evening meal","waller",
1601340,"晩ご飯","ばんごはん","evening meal","jmdict","晩御飯"
1601340,"晩ごはん","ばんごはん","evening meal","jmdict","晩御飯"
1479890,"半分","はんぶん","half minute","waller",
1447440,"東","ひがし","east","waller",
1447440,"東","ひむかし","east","jmdict","ひがし"
1447440,"東","ひんがし","east","jmdict","ひがし"
1169250,"引く","ひく","to pull","waller",
1169250,,"ひく","to pull","jmdict","引く"
1419370,"弾く","ひく","to play an instrument with strings, including piano","waller",
1434180,"低い","ひくい","short,low","waller",
1485470,"飛行機","ひこうき","aeroplane","waller",
1290800,"左","ひだり","left hand side","waller",
1580640,"人","ひと","person","waller",
1580640,,"ひと","person","jmdict","人"
1580640,,"ヒト","person","jmdict","人"
1160820,"一つ","ひとつ","one","waller",
1160820,"１つ","ひとつ","one","jmdict","一つ"
1160820,"一","ひとつ","one","jmdict","一つ"
1162130,"一月","ひとつき","one month","waller",
1162130,"一月","いちげつ","one month","jmdict","ひとつき"
1162130,"ひと月","ひとつき","one month","jmdict","一月"
1576150,"一人","ひとり","one person","waller",
1576150,,"ひとり","one person","jmdict","一人"
1576150,"一人","いちにん","one person","jmdict","ひとり"
1576150,"１人","ひとり","one person","jmdict","一人"
1576150,"１人","いちにん","one person","jmdict","一人"
1577280,"暇","ひま","free time","waller",
1577280,,"ひま","free time","jmdict","暇"
1577280,,"ヒマ","free time","jmdict","暇"
1488000,"百","ひゃく","hundred","waller",
1488000,"１００","ひゃく","hundred","jmdict","百"
1488000,,"ひゃく","hundred","jmdict","百"
1488000,,"はく","hundred","jmdict","百"
1490220,"病院","びょういん","hospital","waller",
1490230,"病気","びょうき","illness","waller",
1490230,,"びょうき","illness","jmdict","病気"
1426250,"昼","ひる","noon, daytime","waller",
1426250,,"ひる","noon, daytime","jmdict","昼"
1602340,"昼御飯","ひるごはん","midday meal","waller",
1602340,"昼ご飯","ひるごはん","midday meal","jmdict","昼御飯"
1602340,"昼ごはん","ひるごはん","midday meal","jmdict","昼御飯"
1278410,"広い","ひろい","spacious,wide","waller",
1278410,,"ひろい","spacious,wide","jmdict","広い"
1109380,,"フィルム","roll of film","waller",
1109380,,"フイルム","roll of film","jmdict","フィルム"
1499690,"封筒","ふうとう","envelope","waller",
1115150,,"プール","swimming pool","waller",
1110110,,"フォーク","fork","waller",
1110110,,"ホーク","fork","jmdict","フォーク"
1370760,"吹く","ふく","to blow","waller",
1500940,"服","ふく","clothes","waller",
1461160,"二つ","ふたつ","two","waller",
1461160,"２つ","ふたつ","two","jmdict","二つ"
1457440,"豚肉","ぶたにく","pork","waller",
1457440,"豚肉","とんにく","pork","jmdict","ぶたにく"
1457440,"ぶた肉","ぶたにく","pork","jmdict","豚肉"
1582670,"二人","ふたり","two people","waller",
1582670,"二人","ににん","two people","jmdict","ふたり"
1582670,"２人","ふたり","two people","jmdict","二人"
1582670,"２人","ににん","two people","jmdict","二人"
1462900,"二日","ふつか","two days, second day of the month","waller",
1462900,"２日","ふつか","two days, second day of the month","jmdict","二日"
1408180,"太い","ふとい","fat","waller",
1446070,"冬","ふゆ","winter","waller",
1282790,"降る","ふる","to fall, e.g. rain or snow","waller",
1265070,"古い","ふるい","old (not used for people)","waller",
1265070,,"ふるい","old (not used for people)","jmdict","古い"
1500100,"風呂","ふろ","bath","waller",
1505470,"文章","ぶんしょう","sentence,text","waller",
1505470,"文章","もんじょう","sentence,text","jmdict","ぶんしょう"
1505470,"文章","もんぞう","sentence,text","jmdict","ぶんしょう"
1120410,,"ページ","page","waller",
1120410,,"ページ","page","jmdict","ページ"
1185200,"下手","へた","unskillful","waller",
1185200,,"ヘタ","unskillful","jmdict","下手"
1119650,,"ベッド","bed","waller",
1120990,,"ペット","pet","waller",
1499320,"部屋","へや","room","waller",
1512070,"辺","へん","area","waller",
1121380,,"ペン","pen","waller",
1512670,"勉強","べんきょう","to study","waller",
1512610,"便利","べんり","useful, convenient","waller",
1519170,"帽子","ぼうし","hat","waller",
1123590,,"ボールペン","ball-point pen","waller",
1123590,,"ボール・ペン","ball-point pen","jmdict","ボールペン"
1203260,,"ほか","other, the rest","waller",
1203260,,"ほか","other, the rest","jmdict","ほか"
1124970,,"ポケット","pocket","waller",
1547330,"欲しい","ほしい","want","waller",
1547330,,"ほしい","want","jmdict","欲しい"
1125150,,"ポスト","post","waller",
1295510,"細い","ほそい","thin","waller",
1123880,,"ボタン","button","waller",
1122650,,"ホテル","hotel","waller",
1522150,"本","ほん","book","waller",
1522980,"本棚","ほんだな","bookshelves","waller",
1523060,"本当","ほんとう","truth","waller",
1523060,"本当","ほんと","truth","jmdict","ほんとう"
1523060,,"ほんとう","truth","jmdict","本当"
1523060,,"ほんと","truth","jmdict","本当"
1523060,,"ホント","truth","jmdict","本当"
1523060,,"ホントー","truth","jmdict","本当"
1523060,,"ホントウ","truth","jmdict","本当"
1524700,"毎朝","まいあさ","every morning","waller",
1524700,"毎朝","まいちょう","every morning","jmdict","まいあさ"
1584350,"毎月","まいげつ","every month","waller",
1584350,"毎月","まいつき","every month","waller",
1524690,"毎週","まいしゅう","every week","waller",
1524720,"毎日","まいにち","every day","waller",
1584360,"毎年","まいねん","every year","waller",
1584360,"毎年","まいとし","every year","waller",
1524730,"毎晩","まいばん","every night","waller",
1392580,"前","まえ","before","waller",
1239730,"曲る","まがる","to turn,to bend","waller",
1239730,"曲がる","まがる","to turn,to bend","jmdict","曲る"
1495000,"不味い","まずい","unpleasant","waller",
1495000,,"まずい","unpleasant","jmdict","不味い"
1495000,,"マズイ","unpleasant","jmdict","不味い"
1495000,,"マズい","unpleasant","jmdict","不味い"
1524930,"又","また","again,and","waller",
1524930,,"また","again,and","jmdict","又"
1527110,,"まだ","yet,still","waller",
1527110,,"まだ","yet,still","jmdict","まだ"
1527110,,"いまだ","yet,still","jmdict","まだ"
1603990,"町","まち","town,city","waller",
1603990,,"まち","town,city","jmdict","町"
1410590,"待つ","まつ","to wait","waller",
1410590,,"まつ","to wait","jmdict","待つ"
1580600,,"まっすぐ","straight ahead,direct","waller",
1580600,,"まっすぐ","straight ahead,direct","jmdict","まっすぐ"
2784220,,"マッチ","match","waller",
1401400,"窓","まど","window","waller",
1401400,,"まど","window","jmdict","窓"
1604230,"丸い","まるい","round,circular","waller",
1604230,"丸い","まろい","round,circular","jmdict","まるい"
1604230,,"まろい","round,circular","jmdict","まるい"
1604230,"円い","まるい","round,circular","waller",
1584460,"万","まん","ten thousand","waller",
1584460,"万","よろず","ten thousand","jmdict","まん"
1584460,,"まん","ten thousand","jmdict","万"
1584460,,"よろず","ten thousand","jmdict","万"
1526360,"万年筆","まんねんひつ","fountain pen","waller",
1526360,"万年筆","まんねんぴつ","fountain pen","jmdict","まんねんひつ"
1526360,"万年筆","まんねんふで","fountain pen","jmdict","まんねんひつ"
1523940,"磨く","みがく","to brush teeth, to polish","waller",
1523940,,"みがく","to brush teeth, to polish","jmdict","磨く"
1171010,"右","みぎ","right side","waller",
1418620,"短い","みじかい","short","waller",
1418620,"短かい","みじかい","short","jmdict","短い"
1371260,"水","みず","water","waller",
1371260,"水","み","water","jmdict","みず"
1582120,"店","みせ","shop","waller",
1582120,,"みせ","shop","jmdict","店"
1259210,"見せる","みせる","to show","waller",
1454080,"道","みち","street","waller",
1454080,,"みち","street","jmdict","道"
1301330,"三日","みっか","three days, third day of the month","waller",
1301330,"３日","みっか","three days, third day of the month","jmdict","三日"
1299740,"三つ","みっつ","three","waller",
1299740,"三つ","みつ","three","jmdict","みっつ"
1299740,"３つ","みっつ","three","jmdict","三つ"
1299740,"３つ","みつ","three","jmdict","三つ"
1555300,"緑","みどり","green","waller",
1555300,,"みどり","green","jmdict","緑"
1202170,"皆さん","みなさん","everyone","waller",
1459870,"南","みなみ","south","waller",
1317170,"耳","みみ","ear","waller",
1259290,"見る","みる","to see, to watch","waller",
1259290,,"みる","to see, to watch","jmdict","見る・観る"
1259290,"観る","みる","to see, to watch","waller",
