"jmdict_seq","kanji","kana","waller_definition","origin","original"
1397300,,"すばらしい","wonderful","jmdict","すばらしい"
1397300,,"すんばらしい","wonderful","jmdict","すばらしい"
1208640,,"すべる","to slide,to slip","waller",
1208640,,"すべる","to slide,to slip","jmdict","滑る"
1246440,,"すみ","corner,nook","waller",
1246440,,"すま","corner,nook","jmdict","すみ"
1246440,,"すみ","corner,nook","jmdict","隅"
1295070,"済む","すむ","to finish","waller",
1295070,,"すむ","to finish","jmdict","済む"
1567450,,"すり","pickpocket","waller",
1567450,,"すり","pickpocket","jmdict","掏摸"
1567450,,"スリ","pickpocket","jmdict","掏摸"
1006280,,"すると","then","waller",
1378860,"生活","せいかつ","to live","waller",
1378990,"生産","せいさん","to produce","waller",
1375970,"政治","せいじ","politics,government","waller",
1381100,"西洋","せいよう","western countries","waller",
1373860,"世界","せかい","the world","waller",
1382250,"席","せき","seat","waller",
1386460,"説明","せつめい","explanation","waller",
1472800,"背中","せなか","back of the body","waller",
1472800,"背なか","せなか","back of the body","jmdict","背中"
1374530,,"ぜひ","without fail","waller",
1374530,,"ぜひ","without fail","jmdict","ぜひ"
1374300,"世話","せわ","to look after","waller",
1391780,,"せん","line","waller",
1395620,"全然","ぜんぜん","not entirely (used in a negative sentence)","waller",
1390360,"戦争","せんそう","war","waller",
1388410,,"せんぱい","senior","waller",
1006610,,"そう","appearing that, looking like, having the appearance of","waller",
2137720,然う,"そう","in that way, thus, such, so, so?","waller",
1401210,"相談","そうだん","to discuss","waller",
1160570,"育てる","そだてる","to rear,to bring up","waller",
1405890,,"そつぎょう","graduation","waller",
1396840,"祖父","そふ","grandfather","waller",
1396840,"祖父","じじ","grandfather","jmdict","そふ"
1396840,"祖父","じい","grandfather","jmdict","そふ"
1396840,"祖父","おおじ","grandfather","jmdict","そふ"
1396840,"祖父","おじ","grandfather","jmdict","そふ"
1396840,"祖父","そぶ","grandfather","jmdict","そふ"
1075500,,"ソフト","soft","waller",
1396860,"祖母","そぼ","grandmother","waller",
1396860,"祖母","ばば","grandmother","jmdict","そぼ"
1396860,"祖母","おおば","grandmother","jmdict","そぼ"
1396860,"祖母","おば","grandmother","jmdict","そぼ"
1396860,"祖母","うば","grandmother","jmdict","そぼ"
1007000,,"それで","because of that","waller",
1007000,,"それで","because of that","jmdict","それで"
1007040,,"それに","moreover","waller",
1007040,,"それに","moreover","jmdict","それに"
1007060,,"それほど","to that extent","waller",
1007060,"それ程","それほど","to that extent","jmdict","それほど"
1007060,,"それほど","to that extent","jmdict","それほど"
1345605,,"そろそろ","gradually,soon","waller",
1345605,,"ソロソロ","gradually,soon","jmdict","そろそろ"
1007130,,"そんな","that sort of","waller",
2008740,,"そんなに","so much,like that","waller",
1411300,"退院","たいいん","to leave hospital","waller",
1413260,"大学生","だいがくせい","university student","waller",
1413940,"大事","だいじ","important,valuable,serious matter","waller",
1414470,"大体","だいたい","generally","waller",
1414470,,"だいたい","generally","jmdict","大体"
1414580,,"たいてい","usually","waller",
1414580,,"たいてい","usually","jmdict","大抵"
1414580,"大てい","たいてい","usually","jmdict","大抵"
1075940,,"タイプ","type,style","waller",
1414920,"大分","だいぶ","greatly","waller",
1414920,,"だいぶ","greatly","jmdict","大分"
1414920,,"だいぶん","greatly","jmdict","大分"
1414920,"大分","だいぶん","greatly","jmdict","だいぶ"
1596780,"台風","たいふう","typhoon","waller",
1596780,,"たいふう","typhoon","jmdict","台風"
1445790,"倒れる","たおれる","to break down","waller",
1007310,,"だから","so,therefore","waller",
1596930,"確か","たしか","definite","waller",
1596930,"確","たしか","definite","jmdict","確か"
1596930,,"たしか","definite","jmdict","確か"
1404700,"足す","たす","to add a number","waller",
1518070,"訪ねる","たずねる","to visit","waller",
1369940,,"たずねる","to ask","waller",
1369940,,"たずねる","to ask","jmdict","尋ねる"
1376600,"正しい","ただしい","correct","waller",
1356750,,"たたみ","Japanese straw mat","waller",
1356750,,"たたみ","Japanese straw mat","jmdict","畳"
1551530,"立てる","たてる","to stand something up","waller",
1257330,"建てる","たてる","to build","waller",
1556370,"例えば","たとえば","for example","waller",
1416700,,"たな","shelves","waller",
1207250,"楽しみ","たのしみ","joy","waller",
1207250,,"たのしみ","joy","jmdict","楽しみ"
1207270,"楽む","たのしむ","to enjoy oneself","waller",
1207270,"楽しむ","たのしむ","to enjoy oneself","jmdict","楽む"
1207270,,"たのしむ","to enjoy oneself","jmdict","楽む"
1634500,,"たまに","occasionally","waller",
1634500,"偶に","たまに","occasionally","jmdict","たまに"
1634500,"適に","たまに","occasionally","jmdict","たまに"
1157080,,"ため","sake, purpose, consequence, result, regarding","waller",
1157080,,"ため","sake, purpose, consequence, result, regarding","jmdict","為"
1157150,,"ために","for the sake of, in order to, in favor of, because of","waller",
1409110,,"だめ","no good","waller",
1409110,,"だめ","no good","jmdict","だめ"
1409110,,"ダメ","no good","jmdict","だめ"
1404740,"足りる","たりる","to be enough","waller",
1420160,"男性","だんせい","male","waller",
1419860,,"だんぼう","heating","waller",
1419860,,"だんぼう","heating","jmdict","暖房"
1255060,,"ち","blood","waller",
1077550,,"チェック","to check","waller",
1554820,"力","ちから","strength,power","waller",
1007560,,"ちっとも","not at all (used with a negative verb)","waller",
1007560,,"ちっとも","not at all (used with a negative verb)","jmdict","ちっとも"
1007660,,"ちゃん","suffix for familiar female person","waller",
1426530,"注意","ちゅうい","caution","waller",
1423650,"中学校","ちゅうがっこう","junior high school,middle school","waller",
1426590,,"ちゅうしゃ","injection","waller",
1426920,,"ちゅうしゃじょう","parking lot","waller",
1421540,"地理","ちり","geography","waller",
1597780,"捕まえる","つかまえる","to seize","waller",
1597780,,"つかまえる","to seize","jmdict","捕まえる"
1255430,"月","つき","moon","waller",
1495740,"付く","つく","to be attached","waller",
1433680,,"つける","to soak,to pickle","waller",
1433680,,"つける","to soak,to pickle","jmdict","漬ける"
1444980,"都合","つごう","circumstances,convenience","waller",
1441870,"伝える","つたえる","to report","waller",
1405790,"続く","つづく","to be continued","waller",
1405800,"続ける","つづける","to continue","waller",
1584060,,"つつむ","to wrap","waller",
1584060,,"つつむ","to wrap","jmdict","包む"
1294330,"妻","つま","(humble) wife","waller",
1294330,,"つま","(humble) wife","jmdict","妻"
1294330,"具","つま","(humble) wife","jmdict","妻"
1382980,"積もり","つもり","intention","waller",
1382980,,"つもり","intention","jmdict","積もり"
1382980,"積り","つもり","intention","jmdict","積もり"
1434120,,"つる","to fish","waller",
1559290,"連れる","つれる","to lead","waller",
1427360,,"ていねい","polite","waller",
1427360,,"ていねい","polite","jmdict","丁寧"
1079290,,"テキスト","text,text book","waller",
1079290,,"テクスト","text,text book","jmdict","テキスト"
1437450,"適当","てきとう","suitability","waller",
1437450,,"テキトー","suitability","jmdict","適当"
1340460,,"できるだけ","as much as possible","waller",
1340460,"出来るだけ","できるだけ","as much as possible","jmdict","できるだけ"
1340460,,"できるだけ","as much as possible","jmdict","できるだけ"
1328190,"手伝う","てつだう","to assist","waller",
1328190,"手つだう","てつだう","to assist","jmdict","手伝う"
1080000,,"テニス","tennis","waller",
1328090,,"てぶくろ","glove","waller",
1328090,"手ぶくろ","てぶくろ","glove","jmdict","手袋"
1315240,,"てら","temple","waller",
1441390,"点","てん","point,dot","waller",
1440670,"店員","てんいん","shop assistant","waller",
1440670,"店員","ていいん","shop assistant","jmdict","てんいん"
1438770,"天気予報","てんきよほう","weather forecast","waller",
1443660,,"でんとう","electric light","waller",
1443660,,"でんとう","electric light","jmdict","電灯"
1443760,"電報","でんぽう","telegram","waller",
1440660,,"てんらんかい","exhibition","waller",
1621470,"都","と","metropolitan","waller",
1454180,"道具","どうぐ","tool,means","waller",
1449890,"到頭","とうとう","finally, after all","waller",
1449890,,"とうとう","finally, after all","jmdict","到頭"
1451490,"動物園","どうぶつえん","zoo","waller",
1177820,"遠く","とおく","distant","waller",
1433030,"通る","とおる","to go through","waller",
1433030,,"とおる","to go through","jmdict","通る"
1454670,"特に","とくに","particularly,especially","waller",
1455280,"特別","とくべつ","special","waller",
1349410,,"とこや","barber","waller",
1349410,,"とこや","barber","jmdict","とこや"
1582200,"途中","とちゅう","on the way","waller",
1454750,"特急","とっきゅう","limited express train (faster than an express train)","waller",
1457210,,"とどける","to reach","waller",
1457210,,"とどける","to reach","jmdict","届ける"
1474850,,"とまる","to lodge at","waller",
1474850,,"とまる","to lodge at","jmdict","泊まる"
1310670,"止める","とめる","to stop something","waller",
1310670,"留める","とめる","to stop something","jmdict","止める"
1310670,,"とめる","to stop something","jmdict","止める"
1326830,,"とりかえる","to exchange","waller",
1326830,,"とりかえる","to exchange","jmdict","取り替える"
1326830,"取りかえる","とりかえる","to exchange","jmdict","取り替える"
1599340,,"どろぼう","thief","waller",
1599340,,"どろぼう","thief","jmdict","泥棒"
1599340,,"ドロボー","thief","jmdict","泥棒"
1599340,,"どろぼー","thief","jmdict","泥棒"
1009320,,"どんどん","more and more","waller",
1009320,,"ドンドン","more and more","jmdict","どんどん"
1599390,"直す","なおす","to fix,to repair","waller",
2846390,"直る","なおる","to be fixed,to be repaired","waller",
1599400,"治る","なおる","to be cured,to heal","waller",
1599420,"中々","なかなか","considerably","waller",
1599420,,"なかなか","considerably","jmdict","中々"
1599420,"中中","なかなか","considerably","jmdict","中々"
1229840,,"なく","to weep","waller",
1229840,,"なく","to weep","jmdict","泣く"
1529550,"無くなる","なくなる","to disappear,to get lost","waller",
1529550,,"なくなる","to disappear,to get lost","jmdict","無くなる"
1518540,"亡くなる","なくなる","to die","waller",
1447000,"投げる","なげる","to throw or cast away","waller",
1157090,,"なさる","(respectful) to do","waller",
1157090,,"なさる","(respectful) to do","jmdict","なさる"
1532910,"鳴る","なる","to sound","waller",
1375620,,"なるべく","as much as possible","waller",
1375620,"成るべく","なるべく","as much as possible","jmdict","なるべく"
1375620,"成る可く","なるべく","as much as possible","jmdict","なるべく"
1375820,,"なるほど","now I understand","waller",
1375820,"なる程","なるほど","now I understand","jmdict","なるほど"
1375820,"成る程","なるほど","now I understand","jmdict","なるほど"
1375820,"成程","なるほど","now I understand","jmdict","なるほど"
1375820,"成るほど","なるほど","now I understand","jmdict","なるほど"
1375820,,"ナルホド","now I understand","jmdict","なるほど"
1212670,"慣れる","なれる","to grow accustomed to","waller",
1212670,,"なれる","to grow accustomed to","jmdict","慣れる"
1599760,,"におい","a smell","waller",
1599760,,"におい","a smell","jmdict","におい"
1244310,"苦い","にがい","bitter","waller",
1599800,,"にかいだて","two storied","waller",
1599800,,"にかいだて","two storied","jmdict","二階建て"
1450330,"逃げる","にげる","to escape","waller",
1450330,,"にげる","to escape","jmdict","逃げる"
1463930,"日記","にっき","journal","waller",
1465720,"入院","にゅういん","to hospitalise","waller",
1465850,"入学","にゅうがく","to enter school or university","waller",
1314600,"似る","にる","to be similar","waller",
1367120,"人形","にんぎょう","doll, figure","waller",
1448440,"盗む","ぬすむ","to steal","waller",
1448440,,"ぬすむ","to steal","jmdict","盗む"
1444270,,"ぬる","to paint,to plaster","waller",
1467620,,"ぬれる","to get wet","waller",
1467620,,"ぬれる","to get wet","jmdict","ぬれる"
1600160,,"ねだん","price","waller",
1600160,"値段","ねだん","price","jmdict","ねだん"
1600160,"直段","ねだん","price","jmdict","ねだん"
1467710,"熱","ねつ","fever","waller",
1467910,,"ねっしん","enthusiasm","waller",
1467910,"熱心","ねっしん","enthusiasm","jmdict","ねっしん"
1360320,,"ねぼう","sleeping in late","waller",
1360320,,"ねぼう","sleeping in late","jmdict","寝坊"
1529330,"眠い","ねむい","sleepy","waller",
1529330,,"ねむい","sleepy","jmdict","眠い"
1529390,"眠る","ねむる","to sleep","waller",
1529390,"眠る","ねぶる","to sleep","jmdict","ねむる"
1529390,,"ねむる","to sleep","jmdict","眠る"
1529390,,"ねぶる","to sleep","jmdict","眠る"
1304510,"残る","のこる","to remain","waller",
1304510,,"のこる","to remain","jmdict","残る"
1600280,,"のど","throat","waller",
1600280,,"のど","throat","jmdict","喉"
1600280,,"のんど","throat","jmdict","喉"
1600280,,"のんど","throat","jmdict","のど"
1600280,,"のみと","throat","jmdict","喉"
1600280,,"のみと","throat","jmdict","のど"
1600280,,"のみど","throat","jmdict","喉"
1600280,,"のみど","throat","jmdict","のど"
1600280,,"ノド","throat","jmdict","喉"
1600470,,"のりかえる","to change between buses or trains","waller",
1600470,"乗りかえる","のりかえる","to change between buses or trains","jmdict","乗り換える"
1600470,,"のりかえる","to change between buses or trains","jmdict","乗り換える"
1600530,"乗り物","のりもの","vehicle","waller",
1600530,"乗物","のりもの","vehicle","jmdict","乗り物"
1546550,"葉","は","leaf","waller",
1355810,"場合","ばあい","situation","waller",
1100810,,"パート","part time","waller",
1473230,,"ばい","double","waller",
1472270,,"はいけん","(humble) to look at","waller",
1472270,,"はいけん","(humble) to look at","jmdict","拝見"
1313080,"歯医者","はいしゃ","dentist","waller",
1172660,"運ぶ","はこぶ","to transport","waller",
1307550,"始める","はじめる","to begin","waller",
1307550,,"はじめる","to begin","jmdict","始める"
1355850,"場所","ばしょ","location","waller",
1476430,,"はず","it should be so","waller",
1476430,,"はず","it should be so","jmdict","筈"
1421630,"恥ずかしい","はずかしい","embarrassed","waller",
1421630,"恥かしい","はずかしい","embarrassed","jmdict","恥ずかしい"
1421630,"恥しい","はずかしい","embarrassed","jmdict","恥ずかしい"
1421630,,"はずかしい","embarrassed","jmdict","恥ずかしい"
1101570,,"パソコン","personal computer","waller",
1477170,"発音","はつおん","pronunciation","waller",
1010150,,"はっきり","clearly","waller",
1010150,,"ハッキリ","clearly","jmdict","はっきり"
1194660,"花見","はなみ","cherry-blossom viewing","waller",
1555440,,"はやし","woods,forester","waller",
1501620,"払う","はらう","to pay","waller",
1482340,"番組","ばんぐみ","television or radio program","waller",
1480670,"反対","はんたい","opposition","waller",
1096770,,"ハンドバッグ","handbag　","waller",
1463770,"日","ひ","day, sun","waller",
1193610,"火","ひ","fire","waller",
1106400,,"ピアノ","piano","waller",
1106400,,"ピヤノ","piano","jmdict","ピアノ"
1556630,"冷える","ひえる","to grow cold","waller",
1272780,"光","ひかり","light","waller",
1272820,"光る","ひかる","to shine,to glitter","waller",
1601650,"引き出し","ひきだし","drawer,drawing out","waller",
1601650,"引出し","ひきだし","drawer,drawing out","jmdict","引き出し"
1601650,,"ひきだし","drawer,drawing out","jmdict","引き出し"
1601660,"引き出す","ひきだす","to withdraw","waller",
1601660,"引出す","ひきだす","to withdraw","jmdict","引き出す"
1601660,"引きだす","ひきだす","to withdraw","jmdict","引き出す"
1601810,,"ひげ","beard","waller",
1601810,,"ひげ","beard","jmdict","髭"
1601810,,"ヒゲ","beard","jmdict","髭"
1485520,"飛行場","ひこうじょう","airport","waller",
1227370,,"ひさしぶり","after a long time","waller",
1227370,,"ひさしぶり","after a long time","jmdict","久しぶり"
1486460,"美術館","びじゅつかん","art gallery","waller",
1484930,"非常に","ひじょうに","extremely","waller",
1226360,,"びっくり","to be surprised","waller",
1226360,,"びっくり","to be surprised","jmdict","びっくり"
1226360,,"ビックリ","to be surprised","jmdict","びっくり"
1169340,"引っ越す","ひっこす","to move house","waller",
1169340,"引越す","ひきこす","to move house","jmdict","引っ越す"
1169340,"引き越す","ひきこす","to move house","jmdict","引っ越す"
1169340,"引っこす","ひっこす","to move house","jmdict","引っ越す"
1487660,"必要","ひつよう","necessary","waller",
1487660,"必用","ひつよう","necessary","jmdict","必要"
1602060,,"ひどい","awful","waller",
1602060,,"ひどい","awful","jmdict","ひどい"
1602060,"非道い","ひどい","awful","jmdict","ひどい"
1202440,"開く","ひらく","to open an event","waller",
1106010,,"ビル","building or bill","waller",
1581710,"昼間","ひるま","daytime,during the day","waller",
1581710,"昼間","ちゅうかん","daytime,during the day","jmdict","ひるま"
1426290,"昼休み","ひるやすみ","noon break","waller",
1332570,,"ひろう","to pick up,to gather","waller",
1108180,,"ファックス","fax","waller",
1108180,"ＦＡＸ","ファックス","fax","jmdict","ファックス"
1108180,"ＦＡＸ","ファクス","fax","jmdict","ファックス"
1602440,"増える","ふえる","to increase","waller",
1602440,,"ふえる","to increase","jmdict","増える"
1362640,"深い","ふかい","deep","waller",
1501350,,"ふくざつ","complexity,complication","waller",
1500800,,"ふくしゅう","revision","waller",
1499460,"部長","ぶちょう","head of a section","waller",
1497190,,"ふつう","usually, or a train that stops at every station","waller",
1499230,,"ぶどう","grapes","waller",
1499230,,"ぶどう","grapes","jmdict","葡萄"
1499230,,"えび","grapes","jmdict","葡萄"
1499230,,"えび","grapes","jmdict","ぶどう"
1499230,,"ブドウ","grapes","jmdict","葡萄"
1408220,"太る","ふとる","to become fat","waller",
1408220,,"ふとる","to become fat","jmdict","太る"
1496890,,"ふとん","Japanese bedding, futon","waller",
1496890,,"ふとん","Japanese bedding, futon","jmdict","布団"
1602800,,"ふね","ship","waller",
1602800,"船","ふね","ship","jmdict","舟"
1602800,,"ふね","ship","jmdict","舟"
1494860,"不便","ふべん","inconvenience","waller",
1450270,,"ふむ","to step on","waller",
1450270,,"ふむ","to step on","jmdict","踏む"
1282770,"降り出す","ふりだす","to start to rain","waller",
1282770,"降りだす","ふりだす","to start to rain","jmdict","降り出す"
1116840,,"プレゼント","present","waller",
1505120,"文化","ぶんか","culture","waller",
1505190,"文学","ぶんがく","literature","waller",
1505600,"文法","ぶんぽう","grammar","waller",
1509430,"別","べつ","different","waller",
1509430,"別","べち","different","jmdict","べつ"
1120010,,"ベル","bell","waller",
1510640,"変","へん","strange","waller",
1510640,,"へん","strange","jmdict","変"
1512220,"返事","へんじ","reply","waller",
1512220,"返辞","へんじ","reply","jmdict","返事"
1520120,,"ぼうえき","trade","waller",
1516750,"放送","ほうそう","to broadcast","waller",
1517480,,"ほうりつ","law","waller",
1521400,,"ぼく","I (used by males)","waller",
1376310,,"ほし","star","waller",
1436510,"程","ほど","extent","waller",
1436510,,"ほど","extent","jmdict","程"
1522050,,"ほとんど","mostly","waller",
1522050,,"ほとんど","mostly","jmdict","ほとんど"
1522050,"幾ど","ほとんど","mostly","jmdict","ほとんど"
1603550,,"ほめる","to praise","waller",
1603550,,"ほめる","to praise","jmdict","ほめる"
1523400,,"ほんやく","translation","waller",
1523400,,"ほんやく","translation","jmdict","翻訳"
1302070,"参る","まいる","(humble) to go,to come","waller",
1302070,,"まいる","(humble) to go,to come","jmdict","参る"
1497980,"負ける","まける","to lose","waller",
1497980,"敗ける","まける","to lose","jmdict","負ける"
1497980,"敗北る","まける","to lose","jmdict","負ける"
1364360,,"まじめ","serious","waller",
1364360,"真面目","まじめ","serious","jmdict","まじめ"
1364360,,"まじめ","serious","jmdict","まじめ"
1364360,,"マジメ","serious","jmdict","まじめ"
1387240,"先ず","まず","first of all","waller",
1387240,,"まず","first of all","jmdict","先ず"
1524990,,"または","or,otherwise","waller",
1524990,,"または","or,otherwise","jmdict","または"
1215330,"間違える","まちがえる","to make a mistake","waller",
1215260,"間に合う","まにあう","to be in time for","waller",
1215260,"間にあう","まにあう","to be in time for","jmdict","間に合う"
1604290,,"まわり","surroundings","waller",
1604300,"回る","まわる","to go around","waller",
1604300,,"まわる","to go around","jmdict","回る"
1526920,,"まんが","comic","waller",
1526920,,"マンガ","comic","jmdict","漫画"
1604350,"真ん中","まんなか","middle","waller",
1604350,"まん中","まんなか","middle","jmdict","真ん中"
1259140,"見える","みえる","to be in sight","waller",
1267280,,"みずうみ","lake","waller",
1527040,,"みそ","bean paste","waller",
1527040,,"みそ","bean paste","jmdict","味噌"
1604550,"見つかる","みつかる","to be discovered","waller",
1604550,"見付かる","みつかる","to be discovered","jmdict","見つかる"
1604570,"見つける","みつける","to discover","waller",
1604570,"見付ける","みつける","to discover","jmdict","見つける"
1604570,"見付ける","みっける","to discover","jmdict","見つける"
1604570,,"みつける","to discover","jmdict","見つける"
1604570,,"みっける","to discover","jmdict","見つける"
1202150,"皆","みな","everybody","waller",
1279990,"港","みなと","harbour","waller",
1279990,,"みなと","harbour","jmdict","港"
1604800,"向かう","むかう","to face","waller",
1604800,"向う","むかう","to face","jmdict","向かう"
1604800,"対う","むかう","to face","jmdict","向かう"
1253190,"迎える","むかえる","to go out to meet","waller",
1253190,,"むかえる","to go out to meet","jmdict","迎える"
1382370,"昔","むかし","olden days, former","waller",
1426680,,"むし","insect","waller",
1426680,,"むし","insect","jmdict","虫"
1404390,"息子","むすこ","(humble) son","waller",
1404390,"むす子","むすこ","(humble) son","jmdict","息子"
1404390,"息","むすこ","(humble) son","jmdict","息子"
1404390,"息","そく","(humble) son","jmdict","息子"
1531190,"娘","むすめ","(humble) daughter","waller",
1530970,"無理","むり","impossible","waller",
1530970,,"ムリ","impossible","jmdict","無理"
1346370,,"めしあがる","(polite) to eat","waller",
1346370,,"めしあがる","(polite) to eat","jmdict","召し上がる"
1431850,,"めずらしい","rare","waller",
1431850,,"めずらしい","rare","jmdict","珍しい"
1362950,"申し上げる","もうしあげる","(humble) to say,to tell","waller",
1362950,"申上げる","もうしあげる","(humble) to say,to tell","jmdict","申し上げる"
1362950,"申しあげる","もうしあげる","(humble) to say,to tell","jmdict","申し上げる"
1363090,"申す","もうす","(humble) to be called,to say","waller",
2015610,,"もうすぐ","soon","waller",
2015610,"もう直ぐ","もうすぐ","soon","jmdict","もうすぐ"
1012500,,"もし","if","waller",
1535780,,"もちろん","of course","waller",
1535780,,"もちろん","of course","jmdict","もちろん"
1293700,"最も","もっとも","extremely","waller",
1293700,"最も","もとも","extremely","jmdict","もっとも"
1293700,,"もっとも","extremely","jmdict","最も"
1293700,,"もとも","extremely","jmdict","最も"
1535880,"戻る","もどる","to turn back","waller",
1534870,,"もめん","cotton","waller",
1534870,,"きわた","cotton","jmdict","もめん"
1534870,,"きわた","cotton","jmdict","木綿"
1535910,,"もらう","to receive","waller",
1535910,,"もらう","to receive","jmdict","もらう"
1362490,,"もり","forest","waller",
1362490,,"もり","forest","jmdict","森"
1350600,,"やく","to bake,to grill","waller",
1350600,,"やく","to bake,to grill","jmdict","焼く"
1538130,"約束","やくそく","promise","waller",
1537980,"役に立つ","やくにたつ","to be helpful","waller",
1537980,"役にたつ","やくにたつ","to be helpful","jmdict","役に立つ"
1537980,"やくに立つ","やくにたつ","to be helpful","jmdict","役に立つ"
1350610,,"やける","to burn,to be roasted","waller",
1350610,,"やける","to burn,to be roasted","jmdict","焼ける"
1539040,"優しい","やさしい","kind","waller",
1605510,,"やせる","to become thin","waller",
1605510,,"やせる","to become thin","jmdict","痩せる"
1012800,,"やっと","at last","waller",
1012800,,"やっと","at last","jmdict","やっと"
2772770,,"やはり","as I thought,absolutely","waller",
2772770,,"やはり","as I thought,absolutely","jmdict","やはり"
1012810,,"やっぱり","as I thought,absolutely","waller",
1012810,,"やっぱり","as I thought,absolutely","jmdict","やっぱり"
1310640,"止む","やむ","to stop","waller",
1310640,,"やむ","to stop","jmdict","止む"
1310680,"止める","やめる","to stop","waller",
1310680,,"やめる","to stop","jmdict","止める"
1605630,,"やわらかい","soft","waller",
1605630,,"やわらかい","soft","jmdict","柔らかい"
1448580,,"ゆ","hot water","waller",
1538820,,"ゆしゅつ","to export","waller",
1538820,,"しゅしゅつ","to export","jmdict","ゆしゅつ"
1538870,,"ゆにゅう","to import","waller",
1538870,,"しゅにゅう","to import","jmdict","ゆにゅう"
1309650,"指","ゆび","finger","waller",
1309650,"指","および","finger","jmdict","ゆび"
1309650,"指","おゆび","finger","jmdict","ゆび"
1310050,,"ゆびわ","finger ring","waller",
1310050,,"ゆびわ","finger ring","jmdict","指輪"
1529410,"夢","ゆめ","dream","waller",
1545710,,"ゆれる","to shake,to sway","waller",
1546200,"用","よう","use","waller",
1546220,"用意","ようい","preparation","waller",
1546300,"用事","ようじ","things to do","waller",
1179005,,"よごれる","to get dirty","waller",
1543070,"予習","よしゅう","preparation for a lesson","waller",
1543240,"予定","よてい","arrangement","waller",
1543750,"予約","よやく","reservation","waller",
1219680,"寄る","よる","to visit","waller",
1218760,"喜ぶ","よろこぶ","to be delighted","waller",
1218760,,"よろこぶ","to be delighted","jmdict","喜ぶ"
1224880,,"よろしい","(respectful) OK,all right","waller",
1224880,,"よろしい","(respectful) OK,all right","jmdict","よろしい"
1550140,"理由","りゆう","reason","waller",
1550140,"理由","わけ","reason","jmdict","りゆう"
1549660,"利用","りよう","utilization","waller",
1554010,"両方","りょうほう","both sides","waller",
1553130,"旅館","りょかん","Japanese hotel","waller",
1552760,"留守","るす","absence","waller",
1552760,"留主","るす","absence","jmdict","留守"
1557290,,"れいぼう","air conditioning","waller",
1558050,,"れきし","history","waller",
1145130,,"レジ","register","waller",
1145990,,"レポート","report","waller",
1145990,,"リポート","report","waller",
1559900,,"れんらく","contact","waller",
1559900,,"れんらく","contact","jmdict","連絡"
1148520,,"ワープロ","word processor","waller",
1501660,,"わかす","to boil,to heat","waller",
1606590,"別れる","わかれる","to separate","waller",
1606680,,"わく","to boil, to grow hot,to get excited","waller",
1538330,,"わけ","meaning,reason","waller",
1538330,,"わけ","meaning,reason","jmdict","訳"
1519230,"忘れ物","わすれもの","lost article","waller",
1519230,"忘れもの","わすれもの","lost article","jmdict","忘れ物"
1351360,"笑う","わらう","to laugh,to smile","waller",
1351360,,"わらう","to laugh,to smile","jmdict","笑う"
1606810,"割合","わりあい","rate,ratio,percentage","waller",
1606810,"割り合い","わりあい","rate,ratio,percentage","jmdict","割合"
1208020,"割れる","われる","to break","waller",
1208020,"破れる","われる","to break","jmdict","割れる"
2005990,"泳ぎ方","およぎかた","way of swimming","waller",
1586330,"朝御飯","あさごはん","breakfast","kanji",
1000320,"彼処","あすこ","over there","kanji","あそこ"
1000320,"彼処","かしこ","over there","kanji","あそこ"
1000320,"彼処","あしこ","over there","kanji","あそこ"
1000320,"彼処","あこ","over there","kanji","あそこ"
1000320,"彼所","あそこ","over there","kanji","あそこ"
1000320,"彼所","あすこ","over there","kanji","あそこ"
1000320,"彼所","かしこ","over there","kanji","あそこ"
1000320,"彼所","あしこ","over there","kanji","あそこ"
1000320,"彼所","あこ","over there","kanji","あそこ"
1542160,"遊ぶ","あそぶ","to play,"kanji","waller",
1542160,"遊ぶ","あすぶ","to play,"kanji","jmdict","あそぶ"
1582310,"頭","あたま","head","kanji",
1582310,"頭","かしら","head","kanji","あたま"
1483185,"彼方","あっち","there","kanji","あちら"
1483185,"彼方","あち","there","kanji","あちら・あっち"
1467720,"熱い","あつい","hot to the touch","kanji",
1218380,"危ない","あぶない","dangerous","kanji",
1390930,"洗う","あらう","to wash","kanji",
1000580,"彼れ","あれ","that","kanji","あれ"
1000580,"彼","あれ","that","kanji","あれ"
1605820,"良い","よい","good","kanji",
1605820,"良い","えい","good","kanji","よい"
1605820,"好い","えい","good","kanji","良い"
1519290,"忙しい","いそがしい","busy,"kanji","waller",
1519290,"忙がしい","いそがしい","busy,"kanji","jmdict","忙しい"
1432680,"痛い","いたい","painful","kanji",
1165970,"１番","いちばん","best,"kanji","jmdict","いちばん"
1163400,"一緒","いっしょ","together","kanji",
1577980,"居る","いる","to be,"kanji","waller",
1546640,"要る","いる","to need","kanji",
1465610,"容れる","いれる","to put in","kanji","入れる"
1378690,"産まれる","うまれる","to be born","kanji","生まれる"
1378690,"産れる","うまれる","to be born","kanji","生まれる"
1580340,"表着","うわぎ","jacket","kanji","上着"
1202270,"絵","え","picture","kanji",
1002650,"御母さん","おかあさん","(honorable) mother","kanji","お母さん"
1001820,"御金","おかね","money","kanji","お金"
1421850,"置く","おく","to put","kanji",
1329015,"お酒","おさけ","alcohol,"kanji","waller",
1329015,"御酒","おさけ","alcohol,"kanji","jmdict","お酒"
1329015,"御酒","ごしゅ","alcohol,"kanji","jmdict","お酒"
1002320,"御祖父さん","おじいさん","grandfather,"kanji","jmdict","おじいさん"
1180470,"押す","おす","to push,"kanji","waller",
